pdf_file,page,text,label
2407.14567v2.pdf,3,"(Zhang&Huang, 2019). Forinstance, (Agarwal&Tyagi, 2023)examinestheapplicationof",
2407.14567v2.pdf,3,"quantum computing in cybersecurity, highlighting how AI and qubit-based operating sys-",
2407.14567v2.pdf,3,temscanenhancesecuritymeasures. Thisworkpointstothepotentialofquantum-enhanced,
2407.14567v2.pdf,3,"systems to effectively address complex security challenges. Additionally, (Wohlrab, ) inves-",
2407.14567v2.pdf,3,tigates the use of object-oriented programming and AI methodologies to structure and,
2407.14567v2.pdf,3,"optimize operating systems, advocating for more compact, customized systems that meet",
2407.14567v2.pdf,3,the diverse and evolving demands of various computing environments. This study under-,
2407.14567v2.pdf,3,"scores the importance of adaptability and efficiency in modern OS design. In (Korshun,",
2407.14567v2.pdf,3,"Myshko, & Tkachenko, 2023), the focus is on the role of AI and ML in OS management,",
2407.14567v2.pdf,3,"presenting a framework for their integration aimed at enhancing resource allocation, secu-",
2407.14567v2.pdf,3,"rity,performance,andsystemadaptability. Thisresearchemphasizestheneedforintelligent",
2407.14567v2.pdf,3,systems capable of self-optimization and dynamic responses to changing conditions. Fur-,
2407.14567v2.pdf,3,"thermore, (Ranasinghe, ) assesses the impact of various AI techniques on key aspects of",
2407.14567v2.pdf,3,"distributed operating systems, including resource management, fault tolerance, and secu-",
2407.14567v2.pdf,3,"rity. (Safarzadeh & Loghmani, 2021) focuses on the improvements that ML can bring to",
2407.14567v2.pdf,3,"OS resource management, while (Sibai, Asaduzzaman, & Sibai, 2023), (Qiu, Zhang, Luo,",
2407.14567v2.pdf,3,"Pan, Nepal, & Xiang, 2020b), and (Sk et al., 2022) address security aspects of operating",
2407.14567v2.pdf,3,"systems. Additionally, (Pereira, Acher, Martin, J´ez´equel, Botterweck, & Ventresque, 2021)",
2407.14567v2.pdf,3,explores the application of AI methods in software configurations.,
2407.14567v2.pdf,3,"Whiletheseworkshaveprovidedvaluableinsightsandadvancements,theyoftenconcen-",
2407.14567v2.pdf,3,"trate on specific types of operating systems or may now be considered somewhat outdated,",
2407.14567v2.pdf,3,particularly given the recent emergence and rapid development of large language models,
2407.14567v2.pdf,3,"(Zhao, Zhou, Li, Tang, Wang, Hou, Min, Zhang, Zhang, Dong, et al., 2023). As we move",
2407.14567v2.pdf,3,"forward, it will be crucial to explore how LLMs and other cutting-edge AI technologies can",
2407.14567v2.pdf,3,be integrated into operating systems to drive the next wave of innovation in computing.,
2407.14567v2.pdf,3,3. Research Method,H1
2407.14567v2.pdf,3,3.1 Paper Selection,H2
2407.14567v2.pdf,3,3.1.1 Search string design,H3
2407.14567v2.pdf,3,"We identify five AI-related terms and two OS-related terms, then combine these two cate-",
2407.14567v2.pdf,3,gories of terms by logical ORs to create ten search strings.,
2407.14567v2.pdf,3,3,
2407.14567v2.pdf,4,"Zhang, Zhao, Li, Yin, Zhang& Chen",
2407.14567v2.pdf,4,AI or Machine Learningor Deep Learning or Large Language Model or LLM,
2407.14567v2.pdf,4,And,
2407.14567v2.pdf,4,OS or Operating System,H3
2407.14567v2.pdf,4,3.1.2 Search database,H3
2407.14567v2.pdf,4,"To gather all relevant articles related to our research, we must select suitable sources. For",Body
2407.14567v2.pdf,4,"this purpose, we chose databases commonly used by researchers for conducting surveys and",Body
2407.14567v2.pdf,4,reviews. The selected sources are listed below:,Body
2407.14567v2.pdf,4,• ACM Digital Library (www.acm.org/dl),Body
2407.14567v2.pdf,4,• IEEE Xplore (ieeexplore.ieee.org),Body
2407.14567v2.pdf,4,• arXiv by Cornell University (www.arxiv.org),Body
2407.14567v2.pdf,4,• Google Scholar (www.scholar.google.com),Body
2407.14567v2.pdf,4,"The search result from different data sources are listed in Table 1, and has a total of",Body
2407.14567v2.pdf,4,824 papers.,Body
2407.14567v2.pdf,4,3.1.3 Inclusion Criteria and Exclusion Criteria,H3
2407.14567v2.pdf,4,Then following inclusion criteria (IC) and exclusion criteria (EC) are conducted:,
2407.14567v2.pdf,4,IC1: The work is publicated after 2019.,
2407.14567v2.pdf,4,IC2: Primary study.,
2407.14567v2.pdf,4,IC3: The work is about integrating AI to assist OS.,
2407.14567v2.pdf,4,EC1: The duplicate version of a selected paper (only the most comprehensive or recent,
2407.14567v2.pdf,4,version of each study should be included).,
2407.14567v2.pdf,4,EC2: The length of the paper is less than 6 pages.,
2407.14567v2.pdf,4,EC3: Paper written in a language other than English and Chinese.,
2407.14567v2.pdf,4,"EC4: If an article is repeating in different resources, then the older duplicate was",
2407.14567v2.pdf,4,excluded.,
2407.14567v2.pdf,4,"After applying these ICs and ECs, 88 research papers are selected. Detailed information",
2407.14567v2.pdf,4,on the selected papers is provided in B.,
2407.14567v2.pdf,4,4. Machine Learning Enhanced Operating Systems,
2407.14567v2.pdf,4,OSs manage a vast number of processes that continuously start and stop. These systems,
2407.14567v2.pdf,4,"couldbenefitfromanalyzinghistoricalexecutionbehaviortooptimizeresourcemanagement,",
2407.14567v2.pdf,4,"such as intelligently allocating resources based on usage patterns. However, OSs often rely",
2407.14567v2.pdf,4,"on hard-coded heuristics that lack adaptability to changing usage scenarios (Schu¨pbach,",
2407.14567v2.pdf,4,2012). This highlights the need for mechanisms that can leverage the accumulated knowl-,
2407.14567v2.pdf,4,edge and patterns of user behavior to determine optimal configurations for operational,
2407.14567v2.pdf,4,"timings, including thread scheduling, memory paging, and the frequency of buffer cache",
2407.14567v2.pdf,4,"flushing. In this section, we will review the efforts documented in the literature that detail",
2407.14567v2.pdf,4,the application of ML methods to enhance OS functionalities.,
2407.14567v2.pdf,4,4.1 Scheduling,
2407.14567v2.pdf,4,"Scheduling, acoremechanismforOSs, balancesfairness, responsiveness, andthroughputby",
2407.14567v2.pdf,4,"efficiently managing resources (Li, Ying, Zhao, & Shang, 2023a; Liu, Jia, Ma, Zhou, Zhou,",
2407.14567v2.pdf,4,4,
2407.14567v2.pdf,5,Integrating Artificial Intelligence into Operating Systems,
2407.14567v2.pdf,5,"Test (Cardoso,Santos,Collins,Lima,Quiroga,&Griego,2023;Chen,Wang,Gu,&Wang,2023;Zhang,Lu,&",
2407.14567v2.pdf,5,"Duan,2024)",
2407.14567v2.pdf,5,"Debug (Islam,Khoury,Seong,Karkevandi,Parra,Bou-Harb,&Najafirad,2024;Cruz-Carlon,Varshosaz,",
2407.14567v2.pdf,5,"Development LeGoues,&Wasowski,2023)",
2407.14567v2.pdf,5,Mode,
2407.14567v2.pdf,5,"Documentation (Kamath&Yadalam,2024)",
2407.14567v2.pdf,5,"Development (Mei,Li,Xu,Ye,Ge,&Zhang,2024;Wu,Han,Ding,Weng,Liu,Yao,Yu,&Kong,2024b;Vecchio,Per-",
2407.14567v2.pdf,5,"reault,&Furmanek,2024;Yang,Zhao,&Zhang,2023;Zheng,Yang,Chen,&Quinn,2023;Ge,Ren,",
2407.14567v2.pdf,5,"Hua,Xu,Tan,&Zhang,2023;Packer,Wooders,Lin,Fang,Patil,Stoica,&Gonzalez,2023;Yu,Fang,",
2407.14567v2.pdf,5,"Ling,Wu,&Chen,2023;Xing,Huang,Cheng,Zhu,Lu,&Xu,2023;Ma,2020;Zhang,Shen,Liu,Xu,",
2407.14567v2.pdf,5,"Shi,Jiang,&Chang,;Zheng,Yang,Chen,&Quinn,2024;Xu,Guo,Gong,&Shi,2024a;Wohlrab,)",
2407.14567v2.pdf,5,"Network (Kwon,Lee,Yu,&Park,2020;Li,Chen,Kuo,&Chiu,2020;Coronado,Thomas,Bayhan,&Riggio,2020;",
2407.14567v2.pdf,5,"Zhong,Chen,&Zhang,2024;Youngmin,Xiaomin,Andrew,Enrique,&Andrew,2023;Kavitha,BHU-",
2407.14567v2.pdf,5,"VANESH,JOSHUA,MANI,&SUBBIAH,2019;Sedl´aˇcek&Bartoˇs,2024;Veliyath,Abraham,Abraham,",
2407.14567v2.pdf,5,"Poddar,&Giri,2024)",
2407.14567v2.pdf,5,AI4OS,
2407.14567v2.pdf,5,"Storage (Miura,Kourai,&Yamaguchi,2020;Akgun,Aydin,Burford,McNeill,Arkhangelskiy,&Zadok,2023;Fin-",
2407.14567v2.pdf,5,"gleretal.,2023;Al-Saleh,Alkouz,Alarabeyyat,&Bouchahma,2023;Sun&Chen,2021;Bateni&Liu,",
2407.14567v2.pdf,5,"2020;Liang,Wang,Lu,Yang,Li,&Li,2019;Hanel,Arman,Xiao,Keech,&Loguinov,2020;Zhang,",
2407.14567v2.pdf,5,"Swift,&Li,2022;Hildebrand,Khan,Trika,Lowe-Power,&Akella,2020;Lagar-Cavilla,Ahn,Souhlal,",
2407.14567v2.pdf,5,"Agarwal,Burny,Butt,Chang,Chaugule,Deng,Shahid,etal.,2019;Hao,Toksoz,Li,Halim,Hoffmann,",
2407.14567v2.pdf,5,"&Gunawi,2020;Wu,Shen,Yang,&Shu,2024a;Wang,Lin,Wu,Jiang,Zhang,&Mao,2024;Gupta&",
2407.14567v2.pdf,5,"Dwarkadas,2024;Yuan,Awad,Yudha,Solihin,&Zhou,2022;Akgun,Aydin,Burford,McNeill,Arkhangel-",
2407.14567v2.pdf,5,"skiy,Shaikh,Velikov,&Zadok,2022;Arnold,D¨orner,Cammerer,Yan,Hoydis,&tenBrink,2019;Chang,",
2407.14567v2.pdf,5,"Doh,Moon,Lee,&Ahn,2024)",
2407.14567v2.pdf,5,"Energy (Herzog,Reif,Hu¨gel,H¨onig,&Schr¨oder-Preikschat,2021;Wu,Wu,&Wang,2021;AaenSpringborg",
2407.14567v2.pdf,5,"etal.,2023;Balkanskietal.,2024;Guan,Bashir,Irwin,&Shenoy,2024;Sahu,Venkatraman,&Macwan,",
2407.14567v2.pdf,5,2023),
2407.14567v2.pdf,5,Operational,
2407.14567v2.pdf,5,Mode,
2407.14567v2.pdf,5,"Scheduler (Fingler,Tarte,Yu,Szekely,Hu,Akella,&Rossbach,2023;Horstmann,Hoffmann,&Fr¨ohlich,2019;He-",
2407.14567v2.pdf,5,"dayati,Shen,Scott,&Marty,2019;Hu,Nori,Sun,Wen,&Zhang,2022;Choi,Lee,Kim,Park,Kwon,&",
2407.14567v2.pdf,5,"Huh,2022;Kim,Kwon,Song,Jo,Chen,Lai,&Chandra,2023;Bl¨ocher,Wang,Eugster,&Schmidt,2021;",
2407.14567v2.pdf,5,"Qiu,Banerjee,Jha,Kalbarczyk,&Iyer,2020a;AaenSpringborg,Albano,&Xavier-deSouza,2023;Balka-",
2407.14567v2.pdf,5,"nski,Perivier,Stein,&Wei,2024;Yang&Bai,2022;Goel,Kedia,Sen,&Balakrishnan,2024;Biswas,",
2407.14567v2.pdf,5,"Ahmed,Rahman,Khaer,&Islam,2023)",
2407.14567v2.pdf,5,"UserInteraction (Tamura,Tsuda,&Matsuda,2023;Ma,Zheng,Feng,Zhao,Wu,Fang,Tan,Yu,Zhang,&Wang,2023;",
2407.14567v2.pdf,5,"Doudali,2022;H`e,2024;Zhang,Lu,Ni,Wang,&Wu,2024;Chen,Chen,Xing,Xu,Zhu,Li,&Wang,",
2407.14567v2.pdf,5,"2020a;Xu,Li,Mei,&Zhang,2024b;Shi,Mei,Jin,Su,Zuo,Hua,Xu,Ren,Liu,Du,Deng,&Zhang,",
2407.14567v2.pdf,5,"2024a;Agashe,Han,Gan,Yang,Li,&Wang,2024;Lu,Zhang,Yang,Zhang,Wang,Du,Lin,Rajmohan,",
2407.14567v2.pdf,5,"Zhang,&Zhang,2024;Bonatti,Zhao,Bonacci,Dupont,Abdali,Li,Lu,Wagle,Koishida,Bucker,Jang,",
2407.14567v2.pdf,5,"&Hui,2024;Yang,Xiong,Shareghi,&Fekri,2024;Fan,Ding,Kuo,Jiang,Zhao,Guan,Yang,Zhang,&",
2407.14567v2.pdf,5,"Wang,2024;Tanwar,Shrivastva,Singh,&Kumar,2024;Pratondo,Utoro,Tambunan,Sugiarto,Sularsa,",
2407.14567v2.pdf,5,"&Budianto,2023;Koubaa,Ammar,&Boulila,2024)",
2407.14567v2.pdf,5,"Ops (Maasmi,Morcos,alHamadi,&Damiani,2021;Dusane&Sujatha,2021;Rajapakshe,Shamil,",
2407.14567v2.pdf,5,"Paththinisekara,Liyanage,Arachchillage,&Kuruppu,2020;Das,Mueller,Siegel,&Vishnu,2018;Zhang,",
2407.14567v2.pdf,5,"Zhou,&Makris,2019)",
2407.14567v2.pdf,5,Figure 1: Literature Survey Tree,
2407.14567v2.pdf,5,"Zhou, Dai, & Dou, 2022). The effectiveness of a scheduler directly impacts overall system",
2407.14567v2.pdf,5,"performance, influencing factors such as task latency, resource utilization, and user experi-",
2407.14567v2.pdf,5,"ence. However, in the context of increasingly complex hardware architectures and diverse",
2407.14567v2.pdf,5,"software workloads, traditional OS schedulers, which rely heavily on static, heuristic-based",
2407.14567v2.pdf,5,"algorithms, often struggle to adapt to dynamic and heterogeneous environments. These",
2407.14567v2.pdf,5,"limitations manifest as inefficiencies in handling workload variability, hardware resource",
2407.14567v2.pdf,5,"contention, and energy optimization. To address these challenges, recent research has ex-",
2407.14567v2.pdf,5,plored the integration of ML techniques into OS scheduling. By leveraging data-driven,
2407.14567v2.pdf,5,"models, ML-based schedulers aim to automate decision-making processes and transcend",
2407.14567v2.pdf,5,the constraints of traditional approaches. These adaptive methods enhance scheduling flex-,
2407.14567v2.pdf,5,5,
2407.14567v2.pdf,6,"Zhang, Zhao, Li, Yin, Zhang& Chen",
2407.14567v2.pdf,6,"ibility,improvepredictionaccuracyforworkloadbehaviors,andoptimizeresourceallocation",
2407.14567v2.pdf,6,"in real-time, thus addressing the evolving demands of modern computing systems.",
2407.14567v2.pdf,6,"Nevertheless, the existing heuristic-based algorithms are difficult to achieve its most",
2407.14567v2.pdf,6,"efficiency since they tend to focus on locally optimal solutions, often missing the global op-",
2407.14567v2.pdf,6,timum due to limited exploration and static rules. These algorithms are typically tailored,
2407.14567v2.pdf,6,to specific scenarios and struggle to generalize to dynamic or complex scheduling problems,
2407.14567v2.pdf,6,with intricate dependencies. Their reliance on predefined rules and parameters can make,
2407.14567v2.pdf,6,"them inflexible and sensitive to changes, leading to suboptimal performance in varying con-",
2407.14567v2.pdf,6,"ditions. Moreover, heuristics lack scalability and fail to guarantee solution quality, making",
2407.14567v2.pdf,6,"them unsuitable for applications requiring precision or adaptability. As a result, mod-",
2407.14567v2.pdf,6,ern approaches like machine learning or metaheuristics are often preferred for more robust,
2407.14567v2.pdf,6,"and adaptive scheduling solutions. In contrast to conventional heuristic-based approaches,",
2407.14567v2.pdf,6,generative models can also be utilized in scheduling to address challenges such as model-,
2407.14567v2.pdf,6,ing dynamic and complex environments. Their ability to capture underlying patterns and,
2407.14567v2.pdf,6,properties from observed data makes them well-suited for simulating and predicting system,
2407.14567v2.pdf,6,"behaviors. For instance, generative model-based approaches can effectively represent intri-",
2407.14567v2.pdf,6,"cate workload patterns or resource contention scenarios, enabling more accurate modeling",
2407.14567v2.pdf,6,"and decision-making. Additionally, these models excel in handling the complexity of mod-",
2407.14567v2.pdf,6,"ern computational environments, offering improved adaptability and precision compared to",
2407.14567v2.pdf,6,traditional methods.,
2407.14567v2.pdf,6,"For OS in individual hosts, advancements through ML can refine ticket distribution,",
2407.14567v2.pdf,6,"enable adaptability, and adjust scheduling variables precisely. Their purpose is to ensure",
2407.14567v2.pdf,6,fair allocation of time and memory among all processes while maintaining optimal system,
2407.14567v2.pdf,6,performanceandenablingprocessestocompletetheirtasksasquicklyaspossible. Manyre-,
2407.14567v2.pdf,6,"searchershaveproposedinnovativeworktooptimiseexistingprocessschedulingalgorithms,",
2407.14567v2.pdf,6,such as Completely Fair Scheduler (CFS). CFS ensures the fair distribution of CPU time,
2407.14567v2.pdf,6,"among processes in the Linux kernel. However, vanilla CFS faces limitations in multicore",
2407.14567v2.pdf,6,"environments, where its complexity increases significantly (Lozi, Lepers, Funston, Gaud,",
2407.14567v2.pdf,6,"Qu´ema, & Fedorova, 2016). Chen et al. (Chen, Banerjee, Kalbarczyk, & Iyer, 2020b) find",
2407.14567v2.pdf,6,that vanilla CFS approach maximizes the utilization of processing time but overlooks the,
2407.14567v2.pdf,6,contention for lower-level hardware resources. They present a ML-based resource-aware,
2407.14567v2.pdf,6,load balancer for the Linux kernel with a low-overhead method for collecting training data.,
2407.14567v2.pdf,6,"Specifically, they present an ML model based on a multi-layer perceptron (MLP) that imi-",
2407.14567v2.pdf,6,tates the Linux’s CFS load balancer based on the collected training data and an in-kernel,
2407.14567v2.pdf,6,"implementationofinferenceonthemodel. UsingeBPFfordynamictracing, anMLPmodel",
2407.14567v2.pdf,6,"replicatesCFSdecisions,within-kernelinferenceforreal-timebalancing,themodelachieves",
2407.14567v2.pdf,6,"high accuracy and small latency increase, demonstrating effective, low-overhead load man-",
2407.14567v2.pdf,6,"agement. This scheduler can be extended to bahve with higher efficiency. (Fingler et al.,",
2407.14567v2.pdf,6,2023) port this algorithm and model to CUDA and place it in a kernel module to reduce,
2407.14567v2.pdf,6,its inference cost.,
2407.14567v2.pdf,6,"Goodarzy et al. (Goodarzy, Nazari, Han, Keller, & Rozner, 2021) also question vanilla",
2407.14567v2.pdf,6,"CFS in its ability for proper allocation of CPU, memory, I/O, and network bandwidth. In",
2407.14567v2.pdf,6,"response to this, the authors propose SmartOS, an operating system that automatically",
2407.14567v2.pdf,6,learns what tasks the user deems to be most important at that time. Based on the learned,
2407.14567v2.pdf,6,"userpreferences, SmartOSadjuststheallocationofsystemresourcessuchasCPU,memory,",
2407.14567v2.pdf,6,6,
2407.14567v2.pdf,7,Integrating Artificial Intelligence into Operating Systems,
2407.14567v2.pdf,7,Compute- Compute- Memory- Network-,
2407.14567v2.pdf,7,...,
2407.14567v2.pdf,7,intensive app intensive app intensive app intensive app,
2407.14567v2.pdf,7,Memory,
2407.14567v2.pdf,7,CPU Fairness CPU Fairness Network QoS ...,
2407.14567v2.pdf,7,awareness,
2407.14567v2.pdf,7,scheduler ML Module + schuduler,
2407.14567v2.pdf,7,CPU multi-core CPU Network Memory ...,
2407.14567v2.pdf,7,"Figure 2: Transition from simple scheduler to ML enhanced scheduler, due to complex",
2407.14567v2.pdf,7,running context,
2407.14567v2.pdf,7,"I/O, and network bandwidth. It prioritizes the resources for the tasks that the user is",
2407.14567v2.pdf,7,currently focused on. The authors demonstrate an implementation of such a learning-based,
2407.14567v2.pdf,7,OS in Linux and present evaluation results showing that a reinforcement learning-based,
2407.14567v2.pdf,7,"approach can rapidly learn and adjust system resources to meet user demands. (Kim,",
2407.14567v2.pdf,7,"Shin, Kim, & Hong, 2020) questions vanilla CFS in its struggles to effectively manage the",
2407.14567v2.pdf,7,excessive memory traffic generated by requests for DL-based services. The authors propose,
2407.14567v2.pdf,7,a memory-aware fair-share scheduling algorithm designed to reduce the susceptibility of,
2407.14567v2.pdf,7,QoS applications to memory-related interference.,
2407.14567v2.pdf,7,"Besides process scheduling in the operating systems of individual hosts, ML techniques",
2407.14567v2.pdf,7,"have been utilized to enhance resource allocation inside computer clusters (e.g., supercom-",
2407.14567v2.pdf,7,"puters). Springborg et al. (Aaen Springborg et al., 2023) introduce Chronus, a Python",
2407.14567v2.pdf,7,application that collaborates with the Simple Linux Utility for Resource Management,
2407.14567v2.pdf,7,"(SLURM) scheduler, prevalent in global supercomputers. Chronus executes comprehen-",
2407.14567v2.pdf,7,"sive benchmark tests on HPC clusters, varying parameters like core numbers, processor",
